Local authority,Library name,Month,Type,Loans
Barnet,Colindale,2019-06,Teenage non fiction,42
Barnet,Customer Services Organisation,2019-06,Adult audiobook,6
Barnet,Customer Services Organisation,2019-06,Adult fiction,269
Barnet,Customer Services Organisation,2019-06,Adult non fiction,147
Barnet,Customer Services Organisation,2019-06,British library ILL,1
Barnet,Customer Services Organisation,2019-06,Children's fiction,160
Barnet,Customer Services Organisation,2019-06,Children's non fiction,22
Barnet,Customer Services Organisation,2019-06,Compact disc,3
Barnet,Customer Services Organisation,2019-06,Electronic devices,2
Barnet,Customer Services Organisation,2019-06,Large print adult fiction,4
Barnet,Customer Services Organisation,2019-06,Playset,6
Barnet,Customer Services Organisation,2019-06,Teenage fiction,17
Barnet,Customer Services Organisation,2019-06,Teenage non fiction,3
Barnet,East Finchley,2019-06,Adult audiobook,53
Barnet,East Finchley,2019-06,Adult fiction,687
Barnet,East Finchley,2019-06,Adult non fiction,634
Barnet,East Finchley,2019-06,Children's fiction,1631
Barnet,East Finchley,2019-06,Children's non fiction,298
Barnet,East Finchley,2019-06,Compact disc,105
Barnet,East Finchley,2019-06,DVD certificate 12,5
Barnet,East Finchley,2019-06,DVD certificate 15,7
Barnet,East Finchley,2019-06,DVD certificate 18+,2
Barnet,East Finchley,2019-06,DVD certificate PG,2
Barnet,East Finchley,2019-06,DVD certificate U,14
Barnet,East Finchley,2019-06,DVD certificate exempt,1
Barnet,East Finchley,2019-06,Language learning,3
Barnet,East Finchley,2019-06,Large print adult fiction,16
Barnet,East Finchley,2019-06,Large print children's fiction,1
Barnet,East Finchley,2019-06,Music score,6
Barnet,East Finchley,2019-06,Teenage fiction,84
Barnet,East Finchley,2019-06,Teenage non fiction,69
Barnet,Edgware,2019-06,Adult audiobook,23
Barnet,Edgware,2019-06,Adult fiction,2314
Barnet,Edgware,2019-06,Adult non fiction,1279
Barnet,Edgware,2019-06,Children's fiction,3755
Barnet,Edgware,2019-06,Children's non fiction,384
Barnet,Edgware,2019-06,Compact disc,17
Barnet,Edgware,2019-06,DVD certificate 12,16
Barnet,Edgware,2019-06,DVD certificate 15,10
Barnet,Edgware,2019-06,DVD certificate 18+,1
Barnet,Edgware,2019-06,DVD certificate PG,1
Barnet,Edgware,2019-06,DVD certificate U,12
Barnet,Edgware,2019-06,Electronic devices,2
Barnet,Edgware,2019-06,Language learning,11
Barnet,Edgware,2019-06,Large print adult fiction,29
Barnet,Edgware,2019-06,Large print children's fiction,7
Barnet,Edgware,2019-06,Music score,12
Barnet,Edgware,2019-06,Playset,19
Barnet,Edgware,2019-06,Teenage fiction,359
Barnet,Edgware,2019-06,Teenage non fiction,77
Barnet,Finchley Church End,2019-06,Adult audiobook,49
Barnet,Finchley Church End,2019-06,Adult fiction,2490
Barnet,Finchley Church End,2019-06,Adult non fiction,1581
Barnet,Finchley Church End,2019-06,Children's audiobook,2
Barnet,Finchley Church End,2019-06,Children's fiction,4443
Barnet,Finchley Church End,2019-06,Children's non fiction,487
Barnet,Finchley Church End,2019-06,Compact disc,38
Barnet,Finchley Church End,2019-06,DVD certificate 12,13
Barnet,Finchley Church End,2019-06,DVD certificate 15,14
Barnet,Finchley Church End,2019-06,DVD certificate PG,7
Barnet,Finchley Church End,2019-06,DVD certificate U,12
Barnet,Finchley Church End,2019-06,Electronic devices,3
Barnet,Finchley Church End,2019-06,Language learning,5
Barnet,Finchley Church End,2019-06,Large print adult fiction,83
Barnet,Finchley Church End,2019-06,Large print adult non fiction,7
Barnet,Finchley Church End,2019-06,Large print children's fiction,1
Barnet,Finchley Church End,2019-06,Music score,19
Barnet,Finchley Church End,2019-06,Playset,17
Barnet,Finchley Church End,2019-06,Teenage fiction,425
Barnet,Finchley Church End,2019-06,Teenage non fiction,111
Barnet,Golders Green,2019-06,Adult audiobook,32
Barnet,Golders Green,2019-06,Adult fiction,1315
Barnet,Golders Green,2019-06,Adult non fiction,711
Barnet,Golders Green,2019-06,Children's audiobook,2
Barnet,Golders Green,2019-06,Children's fiction,3071
Barnet,Golders Green,2019-06,Children's non fiction,197
Barnet,Golders Green,2019-06,Compact disc,5
Barnet,Golders Green,2019-06,DVD certificate 12,10
Barnet,Golders Green,2019-06,DVD certificate 15,9
Barnet,Golders Green,2019-06,DVD certificate 18+,1
Barnet,Golders Green,2019-06,DVD certificate PG,2
Barnet,Golders Green,2019-06,DVD certificate U,10
Barnet,Golders Green,2019-06,Electronic devices,1
Barnet,Golders Green,2019-06,Language learning,1
Barnet,Golders Green,2019-06,Large print adult fiction,54
Barnet,Golders Green,2019-06,Large print adult non fiction,4
Barnet,Golders Green,2019-06,Music score,1
Barnet,Golders Green,2019-06,Teenage fiction,239
Barnet,Golders Green,2019-06,Teenage non fiction,55
Barnet,Hendon,2019-06,Adult audiobook,14
Barnet,Hendon,2019-06,Adult fiction,1247
Barnet,Hendon,2019-06,Adult non fiction,877
Barnet,Hendon,2019-06,Children's fiction,2590
Barnet,Hendon,2019-06,Children's non fiction,367
Barnet,Hendon,2019-06,Compact disc,1
Barnet,Hendon,2019-06,DVD certificate 12,8
Barnet,Hendon,2019-06,DVD certificate 15,6
Barnet,Hendon,2019-06,DVD certificate 18+,1
Barnet,Hendon,2019-06,DVD certificate PG,5
Barnet,Hendon,2019-06,DVD certificate U,15
Barnet,Hendon,2019-06,Electronic devices,1
Barnet,Hendon,2019-06,Large print adult fiction,12
Barnet,Hendon,2019-06,Large print adult non fiction,3
Barnet,Hendon,2019-06,Large print children's fiction,9
Barnet,Hendon,2019-06,Music score,4
Barnet,Hendon,2019-06,Teenage fiction,108
Barnet,Hendon,2019-06,Teenage non fiction,47
Barnet,Home Library Service,2019-06,Adult audiobook,196
Barnet,Home Library Service,2019-06,Adult fiction,455
Barnet,Home Library Service,2019-06,Adult non fiction,190
Barnet,Home Library Service,2019-06,Barnet Book Club,6
Barnet,Home Library Service,2019-06,Children's fiction,36
Barnet,Home Library Service,2019-06,Children's non fiction,9
Barnet,Home Library Service,2019-06,Compact disc,40
Barnet,Home Library Service,2019-06,DVD certificate 12,3
Barnet,Home Library Service,2019-06,DVD certificate 15,1
Barnet,Home Library Service,2019-06,DVD certificate PG,3
Barnet,Home Library Service,2019-06,DVD certificate U,8
Barnet,Home Library Service,2019-06,Large print adult fiction,837
Barnet,Home Library Service,2019-06,Large print adult non fiction,36
Barnet,Home Library Service,2019-06,Teenage fiction,3
Barnet,Local Studies and Archives,2019-06,Adult fiction,1
Barnet,Mill Hill,2019-06,Adult audiobook,10
Barnet,Mill Hill,2019-06,Adult fiction,454
Barnet,Mill Hill,2019-06,Adult non fiction,310
Barnet,Mill Hill,2019-06,Children's fiction,1206
Barnet,Mill Hill,2019-06,Children's non fiction,115
Barnet,Mill Hill,2019-06,DVD certificate 12,2
Barnet,Mill Hill,2019-06,DVD certificate 15,2
Barnet,Mill Hill,2019-06,DVD certificate 18+,1
Barnet,Mill Hill,2019-06,DVD certificate PG,1
Barnet,Mill Hill,2019-06,DVD certificate exempt,3
Barnet,Mill Hill,2019-06,Language learning,1
Barnet,Mill Hill,2019-06,Large print adult fiction,13
Barnet,Mill Hill,2019-06,Playset,1
Barnet,Mill Hill,2019-06,Teenage fiction,15
Barnet,Mill Hill,2019-06,Teenage non fiction,4
Barnet,Mobile Library,2019-06,Adult audiobook,5
Barnet,Mobile Library,2019-06,Adult fiction,167
Barnet,Mobile Library,2019-06,Adult non fiction,64
Barnet,Mobile Library,2019-06,Children's fiction,817
Barnet,Mobile Library,2019-06,Children's non fiction,36
Barnet,Mobile Library,2019-06,Large print adult fiction,41
Barnet,Mobile Library,2019-06,Teenage fiction,52
Barnet,New Barnet library,2019-06,Adult audiobook,32
Barnet,New Barnet library,2019-06,Adult fiction,574
Barnet,New Barnet library,2019-06,Adult non fiction,370
Barnet,New Barnet library,2019-06,Adult reference,1
Barnet,New Barnet library,2019-06,Children's fiction,1211
Barnet,New Barnet library,2019-06,Children's non fiction,84
Barnet,New Barnet library,2019-06,DVD certificate 15,1
Barnet,New Barnet library,2019-06,DVD certificate 18+,1
Barnet,New Barnet library,2019-06,DVD certificate U,6
Barnet,New Barnet library,2019-06,Large print adult fiction,34
Barnet,New Barnet library,2019-06,Large print adult non fiction,2
Barnet,New Barnet library,2019-06,Music score,2
Barnet,New Barnet library,2019-06,Playset,1
Barnet,New Barnet library,2019-06,Teenage fiction,32
Barnet,New Barnet library,2019-06,Teenage non fiction,48
Barnet,North Finchley,2019-06,Adult audiobook,46
Barnet,North Finchley,2019-06,Adult fiction,1397
Barnet,North Finchley,2019-06,Adult non fiction,888
Barnet,North Finchley,2019-06,British library ILL,1
Barnet,North Finchley,2019-06,Children's fiction,2457
Barnet,North Finchley,2019-06,Children's non fiction,241
Barnet,North Finchley,2019-06,Compact disc,13
Barnet,North Finchley,2019-06,DVD certificate 12,7
Barnet,North Finchley,2019-06,DVD certificate 15,15
Barnet,North Finchley,2019-06,DVD certificate 18+,4
Barnet,North Finchley,2019-06,DVD certificate PG,4
Barnet,North Finchley,2019-06,DVD certificate U,4
Barnet,North Finchley,2019-06,Language learning,1
Barnet,North Finchley,2019-06,Large print adult fiction,32
Barnet,North Finchley,2019-06,Large print adult non fiction,4
Barnet,North Finchley,2019-06,Large print children's fiction,1
Barnet,North Finchley,2019-06,Music score,8
Barnet,North Finchley,2019-06,Teenage fiction,104
Barnet,North Finchley,2019-06,Teenage non fiction,33
Barnet,Online,2019-06,eaudio,1823
Barnet,Online,2019-06,ebooks,3624
Barnet,Online,2019-06,ecomics,22
Barnet,Online,2019-06,emagazines and enewspapers,9316
Barnet,Osidge,2019-06,Adult audiobook,78
Barnet,Osidge,2019-06,Adult fiction,737
Barnet,Osidge,2019-06,Adult non fiction,460
Barnet,Osidge,2019-06,Children's fiction,1522
Barnet,Osidge,2019-06,Children's non fiction,124
Barnet,Osidge,2019-06,DVD certificate 12,2
Barnet,Osidge,2019-06,DVD certificate 15,2
Barnet,Osidge,2019-06,DVD certificate PG,4
Barnet,Osidge,2019-06,DVD certificate U,5
Barnet,Osidge,2019-06,DVD certificate exempt,1
Barnet,Osidge,2019-06,Large print adult fiction,14
Barnet,Osidge,2019-06,Large print adult non fiction,1
Barnet,Osidge,2019-06,Music score,1
Barnet,Osidge,2019-06,Teenage fiction,75
Barnet,Osidge,2019-06,Teenage non fiction,39
Barnet,Schools Library Resources Service,2019-06,Children's non fiction,1
Barnet,Schools Library Resources Service,2019-06,SLS Artefact,1
Barnet,Schools Library Resources Service,2019-06,SLS Fiction,91
Barnet,Schools Library Resources Service,2019-06,SLS Non Fiction,182
Barnet,Schools Library Resources Service,2019-06,SLS Poster,27
Barnet,Schools Library Resources Service,2019-06,SLS Resource Pack,2
Barnet,South Friern,2019-06,Adult audiobook,4
Barnet,South Friern,2019-06,Adult fiction,192
Barnet,South Friern,2019-06,Adult non fiction,160
Barnet,South Friern,2019-06,Adult reference,2
Barnet,South Friern,2019-06,Children's fiction,844
Barnet,South Friern,2019-06,Children's non fiction,111
Barnet,South Friern,2019-06,DVD certificate 12,1
Barnet,South Friern,2019-06,DVD certificate 18+,2
Barnet,South Friern,2019-06,DVD certificate PG,5
Barnet,South Friern,2019-06,DVD certificate U,6
Barnet,South Friern,2019-06,Large print adult fiction,14
Barnet,South Friern,2019-06,Teenage fiction,37
Barnet,South Friern,2019-06,Teenage non fiction,14
Barnet,Barnet Book Club,2019-07,Adult audiobook,2
Barnet,Barnet Book Club,2019-07,Adult fiction,42
Barnet,Barnet Book Club,2019-07,Adult non fiction,41
